reply,class,source
@WSJ And @CNBC suggests that Muslims are unfairly picked upon because of bad economy in EU ? Liberal insanity @ its worst,comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
@WSJ @HeyTammyBruce The Liberal leftist should be feeling as good as DeBlasio today over this.,deny,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"@WSJ Our prayers goes out to good people of France at this moment.  Violence, hatred &amp; injustice have no place on our world...",comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"@WSJ France as we know, the country which easily accept Moslem immigrant, #ISIS #CharlieHebdo #wakeupDumbAss",comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
More madness - tragic: “@WSJ: At least 12 dead in the Paris shooting.http://t.co/x0ES2RZWpb #CharlieHebdo http://t.co/Q59IEjRVyW”,comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
@WSJ History shows disproportionate share of major religions starting in Middle East. That indicates people with no sense of humor.Stay out,comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
@WSJ @HeyTammyBruce elPresidente is probably gonna recognize ISIS now.,comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"@WSJ That is what you get when you do not profile, when you pretend Islam is even remotely normal; when u are just plain stupid. WAKE UP.",comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"@WSJ I condemn this cowardly attack carried out, attacking the hands are broken; asshole and ...",support,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
@WSJ RIP some actions are beyond comprehension. Sadly the dead most likely had nothing to do with the anger &amp; twisted mind of the gunmen.,comment,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
@WSJ Islam. That's the only story and background info you need. Islam. #CharlieHebdo,support,At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
"@BBCBreaking @BBCWorld The only reason muslim fascisim  exists in the west is because western regimes are permitting,feeding and excusing it",comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@Mickc1303 @JosephQuilala @BBCBreaking @BBCWorld  think the post was intended to be ironic rather than there being any direct linkage.,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@ManchesterNorth @BBCBreaking @BBCWorld in all fascist States criticism  of the governing ideology is a dangerous thing.,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@BBCBreaking #CharlieHebdo we don't want those terrorist alive &amp; to listen to their tantrums in court &amp; shouting crappy praise of allah,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
French prosecutor denies reports that at least one person killed in shootout during #CharlieHebdo manhunt http://t.co/jMOZXPaSOJ,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
“@BBCBreaking: Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: #CharlieHebdo”,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@_manckie_ @BBCBreaking @BBCWorld and in particular the dangerous and rancid left,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
"@juice_pre @BBCBreaking U.S. Spies See Al Qaeda Fingerprints on Paris Massacre
http://t.co/fReJe2QW0f",comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@BBCBreaking Correction by prosecutor saying no on killed in shootout.,deny,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
@Mickc1303 @JosephQuilala @BBCBreaking @BBCWorld  why am I involved in this thread? Please drop me out .. thanks,comment,Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo
"Got the bastards! ""@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed”",comment,AFP: suspected #CharlieHebdo gunmen have been killed
"@SkyNewsBreak hallelujah, enjoy the 40 virgins",comment,AFP: suspected #CharlieHebdo gunmen have been killed
@SkyNewsBreak @gazsc go on shoot em again just to make sure,comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” BANG BANG NIGGA,comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed”@nevsinmengu,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@jaseblazefan @SkyNewsBreak true. Perhaps they should all grow some #NoHope,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@jaseblazefan @SkyNewsBreak stick em full of pencils.,comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” Hoping that this is now the end,comment,AFP: suspected #CharlieHebdo gunmen have been killed
"@gazsc @SkyNewsBreak it could never happen here, we don't have a paper with enough balls to publish anything that offends Muslims #notPC",comment,AFP: suspected #CharlieHebdo gunmen have been killed
@gazsc @SkyNewsBreak and shove a copy of #CharlieHebdo up their ass,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@jaseblazefan @SkyNewsBreak sod watching them and then them escaping being watched. If they support terrorism. .send them out of our country,comment,AFP: suspected #CharlieHebdo gunmen have been killed
"@SkyNewsBreak @DLoesch like a Bogo',' and done",comment,AFP: suspected #CharlieHebdo gunmen have been killed
@SkyNewsBreak @UKlPVoter good  thats a start,query,AFP: suspected #CharlieHebdo gunmen have been killed
@andrea_avena it will never be the end,comment,AFP: suspected #CharlieHebdo gunmen have been killed
"@gazsc @SkyNewsBreak that's a good idea, just attach a note saying "" I think this is your shit have it back""",comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” vive la France,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@jaseblazefan @SkyNewsBreak then send them to the countries the supported as a sign. We are not backing down,comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” &lt;&lt;&lt;Was inevitable,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@SkyNewsBreak Great outcome. All murderers dead. All hostages freed. Great job by French police,comment,AFP: suspected #CharlieHebdo gunmen have been killed
“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” yayyy#boom,support,AFP: suspected #CharlieHebdo gunmen have been killed
@jaseblazefan wonder if @SkyNewsBreak get the impression we are sick of these extremists and how the government just let them in,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@SkyNewsBreak good,comment,AFP: suspected #CharlieHebdo gunmen have been killed
@RT_com sounds like a sketch from family guy,support,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"“@RT_com: #CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack"" Now that's tolerance for you",comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com they screamed Allahu Akbar just like those who scream Novorossiya,deny,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com its a trap....conspiracy against Islam...cant say no more...,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com so sad.,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com sure they did,support,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com pussies,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com cc @MorbidEntree,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"@RT_com Extremism and Terrorism has no place in Islam #ParisAttack https://t.co/CukDPguk0U 
http://t.co/0m0hV86weU",support,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com Ppl use #religion as excuse to do violent acts. US invading #Iraq shows how much violence is naturally born into humans. #science,deny,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"@RT_com Must be a very weak god, that Mohammad that it uses these beasts for revenge for humor, which only brings shame and disgust apon it",comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com Many religions started in mid east.It indicates peoples with no sense of humor.Leave them alone.,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com @SpringboroTea http://t.co/5NjSg1pBSi,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"@DrBMSinghal @RT_com Or even better, how about the world just abolishes islam all together. It's nothing but a cancer to the world.",comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"@RT_com 
     ISLAMIC SCHOLARS SHOULD COME FORWARD TO END 'JIHAD' !
       IT IS INHUMAN &amp; WOULD DESTROY THE CREDIBILITY OF ISLAM !",support,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com this is messed up,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@RT_com Did the Gunman knew that he will rot in Hell for this ?,comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
"@RT_com This is a fair revenge! French planes with impunity in Afghanistan, Syria, Libya and Iraq!",comment,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
@cnni,support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni the headlesschookìmpersonatingghekowithnotail gotaway oh unlesthecatateit anyway im stil last withonly 5beetles,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni actually that wasnt me it was the cats present 2me but it was floping like aflipperedfish so i spatonitandthrewitinthegardenbed,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@SimmonsBart @cnni Indeed but illegal traffics still exist and gunfights are not that rare in hard districts,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni oh my gosh,support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
"“@cnni: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/CjpubYd0Rk”",support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
"@cnni when will we hear good new like the people are living in peace, hmmmm.....killing every day",comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni 11 killed,deny,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@Sh8knKnotSterd @cnni thank you,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni  May God have mercy on our world. Not France this time for these killings,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni @ndtv @BBCBreaking SAD indeed......,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni Omg...what is the world turning into. ..,deny,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni A person killed  his own son &amp; daughter bcz authority neglected his rights of social security benefits. http://t.co/YpMLFGs6YU,deny,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
"“@cnni: BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.",support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni Oh and our anti-terrorist plan has just been put to its highest level in the part in which the drama's happening.,support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni curly wurlys are so much nicer than half avocados dont u think?,support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni 11 died,deny,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
"@cnni 11 (9 journalists and 2 policemen) killed and 5 injured. Moreover witnesses affirm that they said ""We're gonna avenge our prophet""",support,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni How could this happen?  France has pretty restrictive gun laws.,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni 11 Killed now,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@jayanthkumarak @cnni Sad sad day,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@cnni prayers being sent,comment,"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY"
@RT_com #SendThemHome,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
"@RT_com not men, not human, these are Zealots, the same beasts Mosses used in the murder of 3 scores of ten when back from the mountain.",comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com 12 french death is not even worth discussing or spoken about compared to 100s which are killed by USA &amp; NATO bombing on daily basis,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
"@RT_com 1000s of muslims russian ukranian &amp; africans die each day europeans dont care , why the world is so concerned with 12 french death",comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com Great #travel post! Why Not post on http://t.co/tXGMBRYHGX Proximity Based Travel Network? http://t.co/gZzC02E8yQ,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com  Just kill them.,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com did one of them drop his shoe? Surely catch those cunts,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com right one is inside the car,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com All in the name of oil.,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com Sickening. Frenchmen must demand and election and voted FN to get those swine out of their country. This is a MUSLIM problem.,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
"@RT_com maybe they should stop funding terrorists in Syria, Lybia etc. it blows back all the time. Remember Afghanistan in 80's",comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com OK 63 Drills Since 93 Where #Drill = Actual Terrorist #Attack #Waco Explosion  https://t.co/jDraBaijhj,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
"@ThePeopleRise @RT_com Islam does not condone such swine behavior or violence in anyway shape or form. Its a psychiatric problem,!",comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com just my 2 cents but URGENT is really not the best translation for СРОЧНО. just write “BREAKING” and we’d all be better off,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com this is mossad,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
@RT_com bastards,comment,URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister http://t.co/3Jsosc7yl3 #Paris http://t.co/9fqT2P6yhV
Does this cartoon means that hatred cartoons to holy values will continue? @BBCtrending @CanAnayasa @LucilleClerc,query,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
Or is it... RT @BBCtrending: Widely shared cartoon about #CharlieHebdo attack actually by @LucilleClerc not #Banksy http://t.co/MJRBHRpQ4F,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @RosieBarton @LucilleClerc Bullets will never stop the PEN!,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @eelcobvr @LucilleClerc we must go on.,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @LucilleClerc,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @BrookingsFP @LucilleClerc @we are not afraid!,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
Perhaps it's both. @BBCtrending @LucilleClerc,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
“@BBCtrending:This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/wstQoWOET0”,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
"@BBCtrending How do you know? I thought the graffiti ""artist"" was supposed to be anonymous. @brianstelter @LucilleClerc",query,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
"By @LucilleClerc http://t.co/E7wLz9siCP via @BBCtrending
By @Independent https://t.co/6vP2N5Jx1x via @amolrajan
#JeSuisCharlie #CharlieHebdo",support,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @LucilleClerc The pen/pencil truly is mightier than the sword!,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @MorningEdition @LucilleClerc Brilliant.,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @sven10hove @LucilleClerc,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @LucilleClerc 90,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @petersagal @LucilleClerc pm grateful for that tweet,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
“@BBCtrending: Cartoon abt #CharlieHebdo is by @LucilleClerc not #Banksy http://t.co/x55Y4iy8yC” Lazy media often fooled by parody accounts,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
@BBCtrending @LucilleClerc  Love this !,comment,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
MT @BBCtrending: widely shared cartoon about the #CharlieHebdo attack  by @LucilleClerc http://t.co/WERHU0jSMO,support,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
That poor man pictured was a Police Officer :( @MashableNews,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
@MashableNews brain washed fanatics. The amount of fervor needed to commit such a horrific act is unimaginable.,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
Terribile “@MashableNews: video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/2wyBH1qbse”,support,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
@Raquel75 @MashableNews and terrible too,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
Inexpicable evil! “@MashableNews: 2 men wearing hoods &amp; black clothing shoot a wounded man #CharlieHebdo #ParisAttack http://t.co/dlPpRknrbi,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
@AwakeDeborah @MashableNews so sad,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
@MashableNews @mashable the man might have been a wounded police officer as per Tv news coverage,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
@MashableNews @mashable  I hope They are taken alive,comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
"Police Officer down in picture, killed by armed terrorists who shouted, ""the prophet is avenged"" after slaughtering him. @MashableNews",comment,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/9S37Tqhpub”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/wV3Vm1Ue73” this makes me sick",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/6T9txBDa89”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
@Daroff @AP israel needs to send 2000 planes and start taking the Jews out of France,comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
@AP &gt; Kinda endless rampage n killing spree which occured in front the nose of naives government. The damage hv been done !,comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
@AP For fucks sake get your act together Paris. What are you guys doing?,comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/tNs0OdDlcJ” oh my.",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"Breaking News: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/0tshNCbRNQ @AP",support,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/3x3Co78Nnw”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
"“@AP: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/GEvsZQIVnP”",comment,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: http://t.co/5300zReVuq"
